Node Name(节点名称),Node IP(节点IP),Network Card(网卡),Time(时间)(YYYY-MM-DD HH:MM:SS),Outbound Traffic Rate(出流量速率)(B/s)
k8s-worker12,10.1.2.10,cni0,2026-01-21 09:27:16,2090.722222222222 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 10:27:16,2086.5666666666666 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 11:27:16,2080.259259259259 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 12:27:16,2090.911111111111 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 13:27:16,2089.3262567639135 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 14:27:16,2078.5740740740744 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 15:27:16,2053.3405431831734 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 16:27:16,2086.666666666667 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 17:27:16,2069.5224797128876 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 18:27:16,3421.792592592593 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 19:27:16,3423.8 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 20:27:16,3428.0132295806316 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 21:27:16,3436.103703703704 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 22:27:16,2091.5111111111114 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 23:27:16,2076.159259259259 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 00:27:16,2066.362962962963 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 01:27:16,2085.292592592593 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 02:27:16,2081.025925925926 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 03:27:16,2069.4814814814818 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 04:27:16,2089.125925925926 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 05:27:16,2073.1521227856397 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 06:27:16,3415.0814814814817 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 07:27:16,2063.522457490583 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 08:27:16,3413.5355054240545 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 09:27:16,3428.6984122281033 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 10:27:16,2091.0851851851853 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 11:27:16,2065.722222222222 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 12:27:16,2095.9666666666667 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 13:27:16,2078.6891803302974 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 14:27:16,2091.3333333333335 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-22 15:27:16,2082.725925925926 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 15:27:16,9058.244228725078 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 16:27:16,7728.032326045652 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 17:27:16,9538.21652512398 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 18:27:16,9579.183040062813 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 19:27:16,9578.392592592592 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 20:27:16,9579.27037037037 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 21:27:16,9569.902110748559 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 22:27:16,9564.638649486482 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-15 23:27:16,9568.346549431664 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 00:27:16,9570.251851851852 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 01:27:16,9575.783614013386 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 02:27:16,9572.883603272605 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 03:27:16,9569.537037037036 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 04:27:16,9576.840740740741 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 05:27:16,9574.422222222223 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 06:27:16,9575.322222222223 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 07:27:16,9568.12962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 08:27:16,9576.268236043568 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 09:27:16,9558.781481481481 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 10:27:16,9549.939073848422 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 11:27:16,9548.422222222223 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 12:27:16,9542.52962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 13:27:16,9551.666666666668 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 14:27:16,9551.760919404001 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 15:27:16,9539.586890418923 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 16:27:16,9543.127937510879 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 17:27:16,9554.992592592593 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 18:27:16,9565.133333333333 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 19:27:16,9581.303703703705 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 20:27:16,9576.392592592592 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 21:27:16,9573.925925925927 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 22:27:16,9563.466666666667 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-16 23:27:16,9568.87037037037 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 00:27:16,9567.114814814815 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 01:27:16,9572.881481481481 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 02:27:16,9572.675656756826 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 03:27:16,9563.625925925926 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 04:27:16,10921 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 05:27:16,10919.637037037037 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 06:27:16,9100.800000000001 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 07:27:16,7728.033333333334 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 08:27:16,7718.781481481482 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 09:27:16,7700.321112300416 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 10:27:16,7704.548148148148 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 11:27:16,7707.851851851852 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 12:27:16,7706.0259259259265 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 13:27:16,7701.248148148148 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 14:27:16,7691.474074074074 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 15:27:16,7698.130747663897 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 16:27:16,7706.133333333333 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 17:27:16,7702.455555555556 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 18:27:16,7724.640740740741 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 19:27:16,7727.707407407408 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 20:27:16,7719.722222222223 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 21:27:16,7709.8 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 22:27:16,7717.130677293787 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-17 23:27:16,7729.939740517557 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 00:27:16,7706.933333333333 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 01:27:16,7724.492592592593 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 02:27:16,7718.137037037038 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 03:27:16,7732.922222222222 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 04:27:16,7721.474074074074 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 05:27:16,7717.474074074074 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 06:27:16,7717.556601642215 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 07:27:16,7720.733333333334 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 08:27:16,7715.469316553024 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 09:27:16,7699.6925925925925 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 10:27:16,7700.007407407407 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 11:27:16,7693.203703703704 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 12:27:16,7696.502579639184 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 13:27:16,7697.062962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 14:27:16,7703.0777777777785 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 15:27:16,7702.066666666667 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 16:27:16,7696.861840229038 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 17:27:16,7715.581481481482 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 18:27:16,7718.185185185185 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 19:27:16,7718.214814814815 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 20:27:16,7720.211111111112 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 21:27:16,10908.78888888889 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 22:27:16,9571.096296296297 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-18 23:27:16,9572.505824095644 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 00:27:16,9573.18888888889 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 01:27:16,10905.933333333334 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 02:27:16,10911.244444444445 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 03:27:16,10918.566666666668 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 04:27:16,9580.42962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 05:27:16,10912.285510053665 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 06:27:16,10913.703703703704 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 07:27:16,9580.220667483953 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 08:27:16,10906.603703703704 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 09:27:16,10919.448148148149 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 10:27:16,10912.7 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 11:27:16,9579.67192714101 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 12:27:16,9568.650254260201 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 13:27:16,9578.766666666666 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 14:27:16,9576.103703703704 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 15:27:16,9571.749734260242 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 16:27:16,9572 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 17:27:16,9576.522222222222 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 18:27:16,9593.498494438869 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 19:27:16,9571.968785069574 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 20:27:16,9565.585185185186 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 21:27:16,9564.137037037037 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 22:27:16,9559.055555555557 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-19 23:27:16,9573.311111111112 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 00:27:16,9583.148148148148 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 01:27:16,9571.446560913188 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 02:27:16,9569.703703703704 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 03:27:16,9565.762962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 04:27:16,9574.625925925926 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 05:27:16,9572.685185185186 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 06:27:16,9573.540740740742 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 07:27:16,9571.192592592593 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 08:27:16,9576.97037037037 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 09:27:16,9572.02962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 10:27:16,7726.340740740741 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 11:27:16,7709.585185185186 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 12:27:16,7713.933333333333 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 13:27:16,7718.392592592593 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 14:27:16,7727.277777777778 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 15:27:16,7721.051851851852 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 16:27:16,7714.144444444445 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 17:27:16,7728.522222222223 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 18:27:16,7734.018518518519 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 19:27:16,7721.007407407407 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 20:27:16,7718.240740740741 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 21:27:16,7734.285185185186 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 22:27:16,7722.92962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-20 23:27:16,7722.759259259259 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 00:27:16,7737.918518518519 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 01:27:16,7720.778811930325 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 02:27:16,7719.148148148149 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 03:27:16,7720.481481481482 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 04:27:16,7724.344444444445 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 05:27:16,7725.688888888889 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 06:27:16,7716.4111111111115 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 07:27:16,7738.5148148148155 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 08:27:16,7716.925925925926 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 09:27:16,7721.937037037037 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 10:27:16,7721.762962962964 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 11:27:16,7709.211111111112 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 12:27:16,7711.384116237467 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 13:27:16,9058.451851851853 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 14:27:16,7723.366666666667 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 15:27:16,7720.926959529778 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 16:27:16,7720.145480942662 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 17:27:16,7714.922222222222 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 18:27:16,7717.837037037038 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 19:27:16,7724.693612245879 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 20:27:16,7731.3592592592595 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 21:27:16,7713.058196511839 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 22:27:16,7722.0259259259265 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-21 23:27:16,7723.4629629629635 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 00:27:16,9565.755555555555 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 01:27:16,10906.42962962963 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 02:27:16,10925.118518518519 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 03:27:16,9567.977777777778 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 04:27:16,9573.349728334339 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 05:27:16,10909.851517968586 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 06:27:16,10922.385185185185 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 07:27:16,9570.91851851852 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 08:27:16,9565.803703703705 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 09:27:16,9572.092592592593 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 10:27:16,10588.760782367472 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 11:27:16,9596.91111111111 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 12:27:16,9574.614814814815 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 13:27:16,9575.402131119004 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 14:27:16,9577.374074074074 B/s
k8s-worker13,10.1.3.10,cni0,2026-01-22 15:27:16,9573.85925925926 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 15:27:16,715.6407407407407 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 16:27:16,716.0703703703704 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 17:27:16,702.0666666666667 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 18:27:16,719.3740740740741 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 19:27:16,707.8196006681455 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 20:27:16,715.1878340290148 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 21:27:16,699.7259259259259 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 22:27:16,709.7248508327808 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-15 23:27:16,709.9555555555556 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 00:27:16,703.6925925925926 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 01:27:16,706.525925925926 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 02:27:16,705.7074074074075 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 03:27:16,691.4814814814815 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 04:27:16,702.4407407407408 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 05:27:16,697.3037037037037 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 06:27:16,702.3492505583312 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 07:27:16,694.7185185185185 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 08:27:16,701.4740740740741 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 09:27:16,747.1638993929652 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 10:27:16,751.3555555555556 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 11:27:16,752.6583431790488 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 12:27:16,731.162962962963 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 13:27:16,762.7407407407408 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 14:27:16,772.8481481481482 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 15:27:16,756.2786804493315 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 16:27:16,750.1009255521275 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 17:27:16,738.675041944289 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 18:27:16,813.4326423431197 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 19:27:16,711.7296296296297 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 20:27:16,695.0777777777778 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 21:27:16,704.795202945196 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 22:27:16,699.9740740740741 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-16 23:27:16,696.1888888888889 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 00:27:16,706.1 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 01:27:16,697.7703703703704 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 02:27:16,687.0777777777778 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 03:27:16,690.1900363331988 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 04:27:16,709.6962962962963 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 05:27:16,2038.5703703703705 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 06:27:16,700 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 07:27:16,721.5740740740741 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 08:27:16,2039.2185185185185 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 09:27:16,2092.836693197433 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 10:27:16,760.3592592592593 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 11:27:16,2111.211111111111 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 12:27:16,2103.862962962963 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 13:27:16,765.5880206963728 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 14:27:16,768.4880314371534 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 15:27:16,759.2768862106896 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 16:27:16,2109.0481481481484 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 17:27:16,2147.0962962962963 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 18:27:16,2154.340740740741 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 19:27:16,704.1481481481482 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 20:27:16,705.1222222222223 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 21:27:16,682.560434961352 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 22:27:16,692.9185185185186 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-17 23:27:16,717.721176745099 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 00:27:16,713.0407407407407 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 01:27:16,696.4148148148148 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 02:27:16,716.7259259259259 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 03:27:16,724.8000000000001 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 04:27:16,714.8000000000001 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 05:27:16,715.2121658808671 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 06:27:16,701.8751782400807 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 07:27:16,713.7322730824928 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 08:27:16,703.0555555555555 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 09:27:16,781.8703703703704 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 10:27:16,765.325925925926 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 11:27:16,759.8823708060341 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 12:27:16,761.0333333333334 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 13:27:16,2096.6262838010507 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 14:27:16,2089.0592592592593 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 15:27:16,775.9 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 16:27:16,778.5185185185186 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 17:27:16,731.1370370370371 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 18:27:16,703.3048025748053 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 19:27:16,718.7434027533434 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 20:27:16,708.1222222222223 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 21:27:16,2041.4592592592594 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 22:27:16,707.5729910110778 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-18 23:27:16,695.5333333333334 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 00:27:16,712.3074074074075 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 01:27:16,712.2026377875472 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 02:27:16,712.0074074074074 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 03:27:16,718.7444444444445 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 04:27:16,699.9407407407408 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 05:27:16,703.2222222222223 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 06:27:16,726.2952825751205 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 07:27:16,709.5481481481481 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 08:27:16,705.2359453183159 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 09:27:16,702.3592592592593 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 10:27:16,706.5174315460426 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 11:27:16,691.7270676775272 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 12:27:16,727.0952855380945 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 13:27:16,724.5518518518519 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 14:27:16,724.5444444444445 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 15:27:16,720.9565890496702 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 16:27:16,2057.1925925925925 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 17:27:16,715.9481481481482 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 18:27:16,2054.4 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 19:27:16,2065.388888888889 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 20:27:16,697.7433249752776 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 21:27:16,708.6851851851852 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 22:27:16,706.6592592592593 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-19 23:27:16,706.6851851851852 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-20 00:27:16,701.1481481481482 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-20 01:27:16,699.5111111111112 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-20 02:27:16,692.9222222222222 B/s
k8s-worker14,10.1.4.10,cni0,2026-01-20 03:27:16,713.9740740740741 B/s
